nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
nigeria,1982-06-08,ng,nigeria,dickson etuhu,1932,m
wales,1989-07-16,gb-wls,wales,gareth bale,3513,m
brazil,1982-06-17,br,brazil,alex,2655,d
sweden,1979-12-08,se,sweden,christian wilhelmsson,3352,m
mexico,1984-06-13,mx,mexico,nery castillo,3442,f
ecuador,1988-09-05,ec,ecuador,felipe caicedo,3440,f
ghana,1978-06-13,gh,ghana,richard kingson,3329,g
honduras,1984-07-29,hn,honduras,wilson palacios,3527,m
australia,1986-03-25,au,australia,adrian leijer,3395,d
scotland,1978-10-25,gb-sct,scotland,russell anderson,3491,d
netherlands,1984-03-06,nl,netherlands,daniel de ridder,3334,m
england,1991-03-11,gb-eng,england,jack rodwell,3389,m
ireland,1987-10-25,ie,ireland,darron gibson,2942,m
england,1988-10-09,gb-eng,england,ben hinchliffe,3371,g
nigeria,1988-05-30,ng,nigeria,kelvin etuhu,3149,m
france,1984-05-24,fr,france,lucien aubey,3469,d
wales,1988-08-18,gb-wls,wales,lewin nyatanga,3374,d
spain,1982-05-17,es,spain,borja oubiña,3336,m
england,1988-03-17,gb-eng,england,fraser forster,3170,g
england,1989-03-29,gb-eng,england,james tomkins,3517,d
england,1989-11-27,gb-eng,england,freddie sears,3521,f
switzerland,1977-03-08,ch,switzerland,johann vogel,3343,m
trinidad & tobago,1978-10-24,tt,trinidad & tobago,carlos edwards,3497,m
sweden,1980-06-30,se,sweden,rade prica,3502,f
sweden,1988-05-17,se,sweden,martin olsson,2867,d
england,1989-01-07,gb-eng,england,miles addison,3372,d
england,1989-07-12,gb-eng,england,jason beardsley,3376,d
england,1990-08-18,gb-eng,england,jason steele,3457,g
senegal,1975-07-02,sn,senegal,lamine diatta,3464,d
wales,1988-10-02,gb-wls,wales,jack collison,3520,m
bulgaria,1986-02-15,bg,bulgaria,valeri emilov bozhinov,3438,f
spain,1989-05-30,es,spain,mikel san josé,3406,d
spain,1980-05-16,es,spain,mikel alonso,3351,m
brazil,1981-01-30,br,brazil,afonso alves,3460,f
england,1987-10-15,gb-eng,england,sam williamson,3429,d
ireland,1987-08-17,gb-nir,northern ireland,marc wilson,3471,d
norway,1980-07-14,no,norway,erik hagen,3526,d
honduras,1983-05-02,hn,honduras,maynor figueroa,3524,d
wales,1990-04-07,gb-wls,wales,rhys taylor,3357,g
england,1988-11-04,gb-eng,england,troy archibald-henville,3511,d
england,1982-09-21,gb-eng,england,rowan vine,2552,f
england,1990-01-02,gb-eng,england,paris simmons,3382,f
england,1986-10-15,gb-eng,england,tommy forecast,3504,g
france,1988-03-05,fr,france,damien plessis,3411,m
england,1987-04-02,gb-eng,england,lee holmes,3535,m
netherlands,1990-05-27,nl,netherlands,nacer barazite,3055,m
norway,1990-06-21,no,norway,håvard nordtveit,3316,m
england,1987-09-13,gb-eng,england,fraizer campbell,2945,f
england,1988-11-17,gb-eng,england,lewis montrose,3289,m
ireland,1981-10-04,ie,ireland,alan bennett,3190,d
england,1988-02-29,gb-eng,england,scott golbourne,3194,d
england,1982-02-14,gb-eng,england,john halls,1829,d
guinea,1975-06-25,gn,guinea,mohammed camara,3373,d
scotland,1980-11-12,gb-sct,scotland,robert malcolm,3533,d
england,1990-02-01,gb-eng,england,dan gosling,3390,m
england,1990-03-01,gb-eng,england,ben tozer,3466,d
england,1989-09-12,gb-eng,england,michael kay,3493,d
england,1988-01-29,gb-eng,england,shaleum logan,3428,d
belgium,1987-11-22,be,belgium,marouane fellaini,3604,m
denmark,1979-09-20,dk,denmark,lars jacobsen,3599,d
brazil,1987-03-20,br,brazil,jô,3606,f
ecuador,1982-05-15,ec,ecuador,segundo castillo,3603,m
congo - kinshasa,1982-02-25,cd,congo - kinshasa,hérita ilunga,3762,d
,1979-11-27,czech republic,,radoslav kovác,3761,m
spain,1976-01-05,es,spain,diego tristán,3770,f
italy,1976-01-06,it,italy,david di michele,3772,f
england,1989-11-26,gb-eng,england,junior stanislas,3766,m
england,1990-11-25,gb-eng,england,josh payne,3767,m
uruguay,1985-10-15,uy,uruguay,wálter lópez,3764,m
germany,1989-07-27,ug,uganda,savio nsereko,3769,f
hungary,1988-05-30,hu,hungary,peter kurucz,3759,g
algeria,1982-06-18,fr,france,nadir belhadj,3695,d
switzerland,1985-04-19,xk,kosovo,valon behrami,3765,m
guyana,1979-09-11,gy,guyana,leon cort,2671,d
nigeria,1980-06-12,ng,nigeria,seyi olofinjana,3705,m
mali,1979-12-18,ml,mali,mamady sidibe,3708,f
ireland,1984-01-13,ie,ireland,glenn whelan,2299,m
portugal,1982-08-24,congo dr,portugal,josé bosingwa,3587,d
serbia,1984-02-22,yu,yugoslavia,branislav ivanovic,3360,d
spain,1985-01-12,es,spain,borja valero,3749,m
suriname,1986-03-30,nl,netherlands,ryan donk,3740,d
slovenia,1980-09-20,si,slovenia,robert koren,3743,m
belgium,1978-10-06,be,belgium,carl hoefkens,3733,d
northern ireland,1984-12-14,gb-nir,northern ireland,chris brunt,3744,m
france,1981-07-02,fr,france,marc-antoine fortuné,3754,f
england,1985-11-30,gb-eng,england,leon barnett,3739,d
england,1988-12-01,gb-eng,england,jay simpson,3057,f
scotland,1984-01-16,gb-sct,scotland,craig beattie,3753,f
slovakia,1983-01-26,sk,slovakia,marek cech,3735,d
cape verde,1978-05-02,cv,cape verde,pelé,3736,d
portugal,1980-10-02,fr,france,filipe andrade teixeira,3747,m
south korea,1982-07-14,kr,south korea,kim do-heon,3745,m
france,1986-07-12,fr,france,didier digard,3676,m
netherlands,1988-05-27,nl,netherlands,marvin emnes,3679,f
england,1990-03-28,gb-eng,england,joe bennett,3672,d
england,1989-03-28,gb-eng,england,lukas jutkiewicz,3392,f
england,1989-12-02,gb-eng,england,john kissock,3391,m
england,1989-10-24,gb-eng,england,jack colback,3713,m
england,1990-06-17,gb-eng,england,jordan henderson,3712,m
brazil,1984-01-25,br,brazil,robinho,3661,f
belgium,1986-04-10,be,belgium,vincent kompany,3653,d
argentina,1985-01-16,ar,argentina,pablo zabaleta,3654,d
wales,1988-12-28,gb-wls,wales,ched evans,3441,f
france,1987-06-26,fr,france,samir nasri,3546,m
trinidad & tobago,1990-06-06,tt,trinidad & tobago,gavin hoyte,3048,d
mexico,1989-03-01,mx,mexico,carlos vela,2843,f
england,1990-10-12,gb-eng,england,henri lansbury,3049,m
england,1992-01-01,gb-eng,england,jack wilshere,3547,m
wales,1990-12-26,gb-wls,wales,aaron ramsey,3548,m
italy,1981-09-11,it,italy,andrea dossena,3646,d
france,1989-04-01,fr,france,david n'gog,3650,f
brazil,1982-12-01,br,brazil,diego cavalieri,3642,g
spain,1981-08-23,es,spain,carlos cuellar,3563,d
england,1991-02-02,gb-eng,england,nathan delfouneso,3566,f
united states,1984-09-09,us,united states,brad guzan,3558,g
england,1984-08-06,gb-eng,england,andy wilkinson,3702,d
england,1987-10-04,gb-eng,england,ryan shawcross,3158,d
portugal,1981-03-04,pt,portugal,ariza makukula,3585,f
england,1988-02-18,gb-eng,england,mark davies,2583,m
france,1982-01-28,fr,france,sébastien puygrenier,3580,d
netherlands,1981-10-10,gh,ghana,mustapha riga,3584,f
poland,1981-01-09,pl,poland,ebi smolarek,3582,m
england,1988-07-20,gb-eng,england,chris basham,3581,d
england,1989-10-29,gb-eng,england,tope obadeyi,3586,f
croatia,1985-09-09,yu,yugoslavia,luka modric,3723,m
russia,1981-12-15,ru,russia,roman pavlyuchenko,3728,f
england,1991-12-19,gb-eng,england,james wallace,3605,m
brazil,1981-02-15,br,brazil,heurelho gomes,3719,g
spain,1971-09-02,es,spain,césar,3789,g
switzerland,1983-02-15,ch,switzerland,philipp degen,3643,d
england,1988-12-27,gb-eng,england,zavon hines,3771,f
england,1989-11-23,gb-eng,england,jonathon routledge,3776,m
england,1976-09-06,gb-eng,england,ian ashbee,3629,m
guinea,1985-03-07,gn,guinea,kamil zayatte,3624,d
england,1983-11-09,gb-eng,england,michael turner,2217,d
angola,1983-03-07,ao,angola,manucho,3453,f
england,1977-07-16,gb-eng,england,matt duke,3618,g
wales,1981-10-11,gb-wls,wales,sam ricketts,3623,d
england,1978-10-20,gb-eng,england,andy dawson,3621,d
england,1988-09-22,gb-eng,england,nicky featherstone,3636,f
hungary,1979-09-25,hu,hungary,péter halmosi,3631,m
wales,1982-11-09,gb-wls,wales,boaz myhill,2011,g
greece,1976-01-03,gr,greece,angelos basinas,3697,m
switzerland,1971-01-08,ch,switzerland,pascal zuberbühler,3611,g
sweden,1984-02-28,se,sweden,fredrik stoor,3612,d
finland,1978-08-09,fi,finland,toni kallio,3396,d
gabon,1977-02-07,ga,gabon,daniel cousin,3635,f
england,1992-02-07,gb-eng,england,jose baxter,3608,f
argentina,1982-01-22,ar,argentina,fabricio coloccini,3680,d
argentina,1983-07-05,ar,argentina,jonás gutiérrez,3683,m
cameroon,1986-07-09,cm,cameroon,sebastien bassong,3681,d
sweden,1981-05-27,se,sweden,johan elmander,3583,f
switzerland,1986-04-12,mk,north macedonia,blerim dzemaili,3354,m
chile,1986-02-05,cl,chile,carlos villanueva,3572,m
australia,1979-10-05,au,australia,vince grella,3571,m
portugal,1977-08-27,pt,portugal,deco,3592,m
brazil,1975-08-02,br,brazil,mineiro,3593,m
netherlands,1984-11-30,nl,netherlands,nigel de jong,3659,m
brazil,1983-08-05,br,brazil,gláuber,3655,d
netherlands,1986-12-30,nl,netherlands,gianni zuiverloon,3737,d
sweden,1983-03-10,se,sweden,jonas olsson,3734,d
scotland,1987-05-05,gb-sct,scotland,graham dorrans,3746,m
czechia,1983-03-26,cz,czechia,roman bednar,3757,f
slovakia,1989-10-19,sk,slovakia,miroslav stoch,3595,m
portugal,1983-09-26,pt,portugal,ricardo quaresma,3591,m
england,1987-01-12,gb-eng,england,nathan doyle,3628,m
russia,1981-05-29,ru,russia,andrey arshavin,3550,m
england,1987-03-31,gb-eng,england,carl dickinson,3704,d
england,1990-04-10,gb-eng,england,ben amos,3663,g
netherlands,1984-11-20,nl,netherlands,sherjill macdonald,2391,f
egypt,1983-04-01,eg,egypt,amr zaki,3778,f
england,1988-09-16,gb-eng,england,john johnson,3674,d
curacao,1982-11-29,cw,curacao,shelton martis,3738,d
mexico,1989-05-11,mx,mexico,giovani dos santos,3729,f
brazil,1990-07-09,br,brazil,fabio,3665,d
spain,1986-06-26,es,spain,xisco,3692,f
uruguay,1982-05-14,uy,uruguay,ignacio gonzález,3682,m
england,1991-05-01,gb-eng,england,ryan donaldson,3691,f
england,1989-10-19,gb-eng,england,mark doninger,3686,m
greece,1980-05-23,gr,greece,theofanis gekas,3699,f
slovakia,1989-11-30,sk,slovakia,vladimir weiss,3660,m
argentina,1989-04-07,ar,argentina,franco di santo,3366,f
hungary,1987-09-27,hu,hungary,adam bogdan,3348,g
england,1990-11-26,gb-eng,england,danny welbeck,3452,f
wales,1989-01-23,gb-eng,england,james chester,2936,d
ireland,1988-11-11,ie,ireland,alan judge,3573,m
england,1989-11-22,gb-eng,england,chris smalling,3613,d
france,1981-10-09,fr,france,gaël givet,3569,d
england,1984-11-16,gb-eng,england,mark bunn,3567,g
ireland,1991-05-13,ie,ireland,aaron doran,3577,f
england,1988-09-29,gb-eng,england,robert sissons,2880,m
brazil,1990-07-09,br,brazil,rafael,3664,d
italy,1989-02-13,br,brazil,rodrigo possebon,3449,m
england,1990-01-09,gb-eng,england,nathan porritt,3678,m
england,1989-03-12,gb-eng,england,richard eckersley,2937,d
england,1988-10-06,gb-eng,england,stephen darby,3129,d
argentina,1984-02-18,ar,argentina,juan carlos menseguéz,3748,m
spain,1990-03-04,es,spain,fran mérida,3054,m
ireland,1989-09-26,ie,ireland,ciaran clark,3562,d
portugal,1987-03-31,fr,france,amaury bischoff,3552,m
england,1991-04-11,gb-eng,england,nile ranger,3689,f
new zealand,1991-12-07,nz,new zealand,chris wood,3756,f
congo - kinshasa,1987-01-25,cd,congo - kinshasa,youssouf mulumbu,3751,m
poland,1990-04-18,pl,poland,wojciech szczesny,3543,g
england,1989-11-18,gb-eng,england,marc albrighton,3564,m
denmark,1980-01-29,dk,denmark,peter løvenkrands,3688,f
colombia,1985-07-25,co,colombia,hugo rodallega,3780,f
england,1983-12-10,gb-eng,england,lewis buxton,2539,d
,1990-01-28,czech republic,,marek stech,3278,g
england,1989-10-10,gb-eng,england,kieran agard,3607,f
italy,1991-08-22,it,italy,federico macheda,3454,f
england,1987-02-09,gb-eng,england,lee martin,2943,m
england,1987-01-02,gb-eng,england,robert milsom,2908,m
england,1985-09-20,gb-eng,england,david stockdale,3610,g
hungary,1990-03-14,hu,hungary,tamás kádár,3467,d
serbia,1987-04-28,rs,serbia,zoran tosic,3668,m
england,1989-09-13,gb-eng,england,bondz n'gala,3763,d
ireland,1989-05-29,ie,ireland,david meyler,3714,m
england,1988-08-06,gb-eng,england,wayne brown,3398,m
england,1980-12-13,gb-eng,england,ryan france,3630,m
south korea,1983-04-17,kr,south korea,cho won-hee,3774,m
england,1991-04-25,gb-eng,england,callum mcmanaman,3779,m
england,1991-01-08,gb-eng,england,jacob mellis,3365,m
england,1990-09-12,gb-eng,england,jonathan obika,3731,f
england,1990-05-24,gb-eng,england,jordan spence,3760,d
australia,1988-07-14,au,australia,rhys williams,3673,d
france,1991-05-13,fr,france,francis coquelin,3549,m
england,1990-12-27,gb-eng,england,jay emmanuel-thomas,3554,m
ghana,1992-01-10,gh,ghana,emmanuel frimpong,3551,m
northern ireland,1990-01-08,gb-nir,northern ireland,ryan mcgivern,3430,d
england,1990-04-06,gb-eng,england,michael woods,3105,m
,1991-06-21,fr,france,gaël kakuta,3594,m
scotland,1991-08-30,gb-sct,scotland,liam cooper,3622,d
england,1992-06-17,gb-eng,england,ryan allsop,3732,g
netherlands,1989-10-14,nl,netherlands,frank wiafe danquah,3690,f
england,1989-01-14,gb-eng,england,adam clayton,3658,m
belgium,1988-11-28,be,belgium,ritchie de laet,3666,d
england,1990-03-05,gb-eng,england,danny drinkwater,3670,m
northern ireland,1990-07-30,gb-nir,northern ireland,corry evans,3667,d
england,1991-07-22,gb-eng,england,matty james,3669,m
england,1990-04-08,gb-eng,england,jonathan franks,3677,m
,1991-11-02,st. kitts and nevis,,romaine sawyers,3752,m
england,1991-10-26,gb-eng,england,paul downing,3741,d
poland,1990-01-02,pl,poland,tomasz kupisz,3288,m
england,1988-11-25,gb-eng,england,jay spearing,3647,m
england,1990-02-01,gb-eng,england,joe holt,3777,m
australia,1991-12-10,au,australia,bradden inman,3685,m
netherlands,1991-11-13,nl,netherlands,jeffrey bruma,3859,d
france,1988-12-15,fr,france,steven nzonzi,3821,m
england,1992-02-21,gb-eng,england,phil jones,3820,d
croatia,1988-01-05,hr,croatia,nikola kalinic,3825,f
spain,1975-10-22,es,spain,míchel salgado,3818,d
canada,1990-06-05,ca,canada,david junior hoilett,3823,m
france,1989-02-26,fr,france,gabriel obertan,3919,m
senegal,1987-12-16,sn,senegal,mame biram diouf,3925,f
england,1990-09-15,gb-eng,england,oliver gill,3918,d
italy,1989-08-09,it,italy,stefano okaka,3889,f
south africa,1984-11-24,za,south africa,kagisho dikgacoi,3887,m
belgium,1985-11-14,be,belgium,thomas vermaelen,3796,d
ghana,1982-11-29,gh,ghana,john mensah,3948,d
albania,1983-07-27,xk,kosovo,lorik cana,3951,m
paraguay,1980-02-01,py,paraguay,paulo da silva,3949,d
northern ireland,1988-03-05,gb-nir,northern ireland,trevor carson,2973,g
norway,1983-06-21,no,norway,bjørn helge riise,3886,m
netherlands,1978-11-07,nl,netherlands,jan vennegoor of hesselink,3899,f
algeria,1984-03-09,fr,france,kamel ghilas,3896,f
france,1987-01-24,fr,france,steven mouyokolo,3892,d
united states,1989-11-06,us,united states,jozy altidore,3897,f
france,1978-12-08,nc,new caledonia,frédéric piquionne,3939,f
england,1989-10-29,gb-eng,england,joel ward,3929,d
scotland,1989-09-10,gb-eng,england,matt ritchie,3934,m
england,1989-11-21,gb-eng,england,fabian delph,3799,m
argentina,1981-01-02,ar,argentina,maxi rodríguez,3903,m
greece,1979-07-23,gr,greece,sotirios kyrgiakos,3900,d
italy,1984-07-07,it,italy,alberto aquilani,3904,m
united states,1982-03-04,us,united states,landon donovan,4020,f
netherlands,1983-11-15,nl,netherlands,john heitinga,3867,d
ireland,1988-10-11,ie,ireland,séamus coleman,3600,d
russia,1985-02-27,ru,russia,diniyar bilyaletdinov,3876,m
ireland,1992-01-01,gb-nir,northern ireland,shane duffy,3601,d
morocco,1986-05-06,fr,france,manuel da costa,3962,d
switzerland,1991-02-19,ch,switzerland,fabio daprelà,3963,d
brazil,1980-09-18,br,brazil,ilan araujo,3969,f
honduras,1985-02-23,hn,honduras,hendry thomas,3980,m
serbia,1983-07-28,rs,serbia,vladimir stojkovic,3974,g
bolivia,1987-06-18,bo,bolivia,marcelo moreno martins,3985,f
senegal,1987-06-14,sn,senegal,mohamed diamé,3982,m
ireland,1990-11-12,ie,ireland,james mccarthy,3979,m
spain,1985-05-24,es,spain,jordi gómez,3981,m
trinidad & tobago,1979-02-18,tt,trinidad & tobago,jason scotland,3984,f
cote d’ivoire,1981-02-08,ci,cote d’ivoire,steve gohouri,3975,d
nigeria,1990-12-12,ng,nigeria,victor moses,3983,d
england,1990-12-09,gb-eng,england,craig eastmond,3317,m
england,1982-11-26,gb-eng,england,karl henry,3997,m
england,1986-03-29,gb-eng,england,sylvan ebanks-blake,2746,f
wales,1986-02-03,gb-wls,wales,david edwards,3996,m
england,1987-08-19,gb-eng,england,richard stearman,2485,d
scotland,1985-01-31,gb-sct,scotland,christophe berra,3989,d
england,1986-05-22,gb-eng,england,matthew jarvis,4000,m
serbia,1983-04-30,yu,yugoslavia,nenad milijas,4001,m
austria,1982-08-16,at,austria,stefan maierhofer,4009,f
ireland,1986-05-16,ie,ireland,andy keogh,2477,f
england,1986-01-24,gb-eng,england,michael kightly,2579,m
wales,1987-01-24,gb-wls,wales,wayne hennessey,2569,g
ireland,1985-08-20,ie,ireland,stephen ward,3999,d
england,1987-02-14,gb-eng,england,scott dann,3807,d
ecuador,1986-05-01,ec,ecuador,christian benitez,3814,f
england,1983-04-28,gb-eng,england,roger johnson,3806,d
ireland,1983-01-15,ie,ireland,keith fahey,2172,m
ireland,1988-08-10,ie,ireland,jay o'shea,3816,f
faroe islands,1986-10-07,fo,faroe islands,gunnar nielsen,3341,g
ireland,1991-01-31,ie,ireland,greg cunningham,3906,d
norway,1991-05-01,so,somalia,abdisalam ibrahim,3911,m
belgium,1990-11-28,be,belgium,dedryck boyata,3908,d
england,1989-09-18,gb-eng,england,scott kay,3907,d
spain,1985-11-08,es,spain,míchel,3810,m
,1980-11-26,côte d'ivoire,,aruna dindane,3940,f
algeria,1984-05-14,fr,france,hassan yebda,3936,m
spain,1983-05-31,es,spain,antonio amaya,3976,d
mexico,1976-11-03,ar,argentina,guillermo franco,3970,f
italy,1983-05-02,it,italy,alessandro diamanti,3972,f
chile,1984-06-17,cl,chile,luis jiménez,4025,m
ireland,1984-11-01,ie,ireland,kevin foley,3993,d
england,1986-08-20,za,south africa,andrew surman,2338,m
south korea,1988-07-02,kr,south korea,lee chung-yong,3830,m
croatia,1980-01-29,de,germany,ivan klasnic,3829,f
cameroon,1986-01-31,cm,cameroon,george elokobi,3987,d
wales,1989-10-21,gb-wls,wales,sam vokes,4007,f
england,1991-09-24,gb-eng,england,frank nouble,3971,f
england,1988-11-17,gb-eng,england,kyle naughton,3956,d
france,1985-09-20,fr,france,ronald zubar,3991,d
scotland,1978-08-01,gb-sct,scotland,chris iwelumo,4008,f
england,1991-12-11,gb-eng,england,danny ward,3831,f
denmark,1975-06-08,dk,denmark,brian jensen,3833,g
england,1978-12-14,gb-eng,england,wade elliott,3845,m
scotland,1988-11-04,gb-sct,scotland,kevin mcdonald,3844,m
england,1987-05-13,gb-eng,england,martin paterson,3852,f
scotland,1987-03-26,gb-sct,scotland,steven fletcher,3850,f
scotland,1986-05-29,gb-sct,scotland,daniel fox,2701,d
scotland,1978-10-14,gb-sct,scotland,steven thompson,3854,f
england,1989-06-25,gb-eng,england,jack cork,2889,m
northern ireland,1978-01-11,gb-nir,northern ireland,michael duff,3835,d
belgium,1987-10-24,congo dr,belgium,anthony henri vanden borre,3930,d
england,1991-11-30,gb-eng,england,liam o'brien,3927,g
france,1992-04-29,fr,france,gael n'lundulu,3941,f
germany,1992-08-23,de,germany,lennard sowah,3932,d
congo - brazzaville,1989-11-16,dz,algeria,amine linganzi,3824,m
serbia,1988-08-01,yu,yugoslavia,nemanja matic,3861,m
italy,1991-03-29,it,italy,fabio borini,3863,f
russia,1983-08-20,ru,russia,yuri zhirkov,3860,m
nigeria,1991-08-14,gb-eng,england,hope akpan,3878,m
germany,1992-04-17,de,germany,shkodran mustafi,3869,d
scotland,1971-10-10,gb-sct,scotland,graham alexander,3842,m
england,1992-05-14,gb-eng,england,louis moult,3947,f
northern ireland,1990-11-21,gb-nir,northern ireland,matthew lund,3946,m
england,1983-11-08,gb-eng,england,mike williamson,4024,d
norway,1977-03-08,no,norway,christian kalvenes,4016,d
central african republic,1988-10-08,cf,central african republic,frédéric nimani,3853,f
peru,1984-04-22,pe,peru,diego penny,3834,g
ecuador,1989-07-31,ec,ecuador,fernando guerrero,4017,m
algeria,1985-11-12,fr,france,adlène guédioura,4004,m
united states,1985-08-01,us,united states,stuart holden,3040,m
scotland,1991-01-20,gb-eng,england,tom cairney,3894,m
spain,1990-11-07,es,spain,daniel ayala,3901,d
england,1990-04-27,gb-eng,england,martin kelly,3644,d
ireland,1987-07-21,ie,ireland,chris mccann,3843,m
england,1991-09-17,gb-eng,england,jake jervis,3815,f
belgium,1989-08-12,cd,congo - kinshasa,geoffrey mujangi bia,4002,m
ireland,1989-12-25,ie,ireland,michael liddle,3710,d
sweden,1983-01-10,se,sweden,david elm,3890,f
spain,1991-01-05,es,spain,dani pacheco,3422,f
ecuador,1977-04-12,ec,ecuador,giovanny espinoza,4013,d
england,1991-07-16,gb-eng,england,andros townsend,3724,m
england,1990-05-28,gb-eng,england,kyle walker,3955,d
england,1989-11-14,gb-eng,england,jake livermore,3244,m
england,1990-12-30,gb-eng,england,nathan eccleston,3651,f
hungary,1990-05-06,hu,hungary,péter gulácsi,3400,g
england,1989-12-14,gb-eng,england,david ball,3915,f
england,1991-12-02,gb-eng,england,jordon mutch,3333,m
england,1991-11-10,gb-eng,england,ashley sammons,3812,m
france,1988-07-25,fr,france,dorian dervite,3238,d
morocco,1984-02-20,ma,morocco,rachid bouaouzan,3529,f
england,1986-12-23,gb-eng,england,daniel jones,3990,d
netherlands,1990-08-29,nl,netherlands,patrick van aanholt,3362,d
england,1981-03-26,gb-eng,england,matt hill,3992,d
england,1991-06-11,gb-eng,england,ryan noble,3954,f
england,1991-05-08,gb-eng,england,liam noble,3950,m
czechia,1991-03-31,cz,czechia,jan sebek,3857,g
england,1989-02-27,gb-eng,england,david button,3505,g
nigeria,1986-06-08,ng,nigeria,carl ikeme,2570,g
turkey,1978-12-24,tr,turkey,yildiray bastürk,3822,m
ireland,1991-09-08,ie,ireland,conor henderson,3555,m
england,1992-12-02,gb-eng,england,james spray,4011,f
england,1989-07-29,gb-eng,england,jay rodriguez,3851,f
philippines,1991-05-08,ph,philippines,adam tull,3952,m
australia,1989-06-12,au,australia,shane lowry,3325,d
england,1992-04-21,gb-eng,england,mark cullen,3898,f
england,1994-03-06,gb-eng,england,nathan redmond,3811,m
england,1991-01-28,gb-eng,england,jordan mustoe,3978,d
england,1988-10-14,gb-eng,england,will atkinson,3632,m
england,1991-10-08,gb-eng,england,adam forshaw,3877,m
england,1989-05-10,gb-eng,england,javan vidal,3656,d
turkey,1992-02-12,tr,turkey,nadir ciftci,3935,m
england,1991-03-25,gb-eng,england,marlon pack,3938,m
scotland,1988-03-05,gb-sct,scotland,brian easton,3836,d
germany,1992-04-25,de,germany,christopher buchtmann,3885,m
scotland,1991-11-20,gb-sct,scotland,grant hanley,3819,d
england,1991-05-11,lr,liberia,alex nimely,3913,f
england,1987-10-17,gb-eng,england,george friend,4003,d
england,1990-05-07,gb-eng,england,danzelle st louis-hamilton,3701,g
england,1991-11-16,gb-eng,england,dean parrett,3727,m
england,1993-09-01,gb-eng,england,jack robinson,3902,d
portugal,1983-03-17,pt,portugal,raul meireles,4133,m
denmark,1980-02-28,dk,denmark,christian poulsen,4134,m
england,1992-02-27,gb-eng,england,jonjo shelvey,4135,m
serbia,1981-04-18,yu,yugoslavia,milan jovanovic,4139,f
england,1991-09-30,gb-eng,england,josh morris,4053,d
wales,1988-11-06,gb-wls,wales,neal eardley,4066,d
scotland,1985-12-10,gb-sct,scotland,charlie adam,4081,m
england,1982-09-28,gb-eng,england,luke varney,4087,f
wales,1983-02-18,gb-wls,wales,david vaughan,4077,m
scotland,1982-06-04,gb-sct,scotland,matthew gilks,4061,g
france,1987-10-17,fr,france,elliot grandin,4076,m
england,1981-06-04,gb-eng,england,gary taylor-fletcher,4086,f
israel,1984-09-15,il,israel,dekel keinan,4237,d
australia,1983-11-30,au,australia,david carney,4069,d
england,1981-04-24,gb-eng,england,keith southern,2403,m
scotland,1991-03-13,gb-eng,england,matt phillips,4074,m
france,1984-02-05,fr,france,ludovic sylvestre,4078,m
chile,1985-08-29,cl,chile,gonzalo jara,4197,d
romania,1983-11-09,ro,romania,gabriel tamas,4199,d
ireland,1987-04-28,gb-eng,england,simon cox,3208,f
spain,1981-08-03,es,spain,pablo ibáñez,4196,d
cameroon,1983-03-29,cm,cameroon,somen tchoyi,4200,m
united states,1981-11-03,us,united states,jermaine jones,4054,m
spain,1991-03-23,es,spain,rubén rochina,4059,f
argentina,1988-04-04,ar,argentina,mauro formica,4056,m
spain,1986-01-08,es,spain,david silva,4145,m
italy,1990-08-12,it,italy,mario balotelli,4152,f
,1983-05-13,côte d'ivoire,,yaya touré,4148,m
serbia,1985-11-10,yu,yugoslavia,aleksandar kolarov,4141,d
,1986-03-17,bosnia and herzegovina,,edin dzeko,4151,f
czechia,1979-05-25,cz,czechia,martin jiranek,4045,d
netherlands,1992-09-06,nl,netherlands,akwasi asante,4052,f
chile,1984-06-01,cl,chile,jean beausejour,4048,m
mexico,1980-04-02,mx,mexico,carlos salcido,4121,d
jamaica,1983-12-09,jm,jamaica,jermaine beckford,4116,f
england,1993-12-05,gb-eng,england,ross barkley,4115,m
senegal,1990-07-06,fr,france,magaye gueye,4117,f
slovakia,1982-12-05,sk,slovakia,ján mucha,4110,g
england,1985-09-28,gb-eng,england,james perch,4166,d
france,1987-03-07,fr,france,hatem ben arfa,4171,m
,1986-06-21,côte d'ivoire,,cheick tioté,4172,m
morocco,1984-01-10,ma,morocco,marouane chamakh,4039,f
france,1980-08-11,fr,france,sébastien squillaci,4031,d
spain,1992-09-28,es,spain,ignasi miquel,4033,d
germany,1988-09-03,de,germany,jérôme boateng,4142,d
spain,1991-03-06,br,brazil,rodrigo,4095,f
belgium,1987-07-16,be,belgium,mousa dembélé,4123,m
brazil,1987-03-24,br,brazil,ramires,4103,m
brazil,1987-04-22,br,brazil,david luiz,4100,d
england,1993-03-01,gb-eng,england,josh mceachran,4104,m
italy,1991-12-05,it,italy,jacopo sala,4107,m
france,1985-09-10,fr,france,laurent koscielny,4030,d
england,1988-01-25,gb-eng,england,adam hammill,3134,m
egypt,1987-09-09,eg,egypt,ahmed el mohamady,4183,d
belgium,1988-03-06,be,belgium,simon mignolet,4179,g
paraguay,1982-10-16,py,paraguay,cristian riveros,4184,m
ghana,1985-11-22,gh,ghana,asamoah gyan,4188,f
sweden,1990-07-20,se,sweden,ole söderberg,4164,g
serbia,1980-09-25,yu,yugoslavia,nikola zigic,4051,f
australia,1989-04-04,au,australia,chris herd,3327,m
